un,name
UN1437,HYDRURE DE ZIRCONIUM
UN1438,NITRATE D’ALUMINIUM
UN1439,DICHROMATE D’AMMONIUM
UN1442,"PERCHLORATE D’AMMONIUM (pour des substances qui ne sont pas UN0402, PERCHLORATE D’AMMONIUM, classe 1.1D)"
UN1444,PERSULFATE D’AMMONIUM
UN1445,"CHLORATE DE BARYUM, SOLIDE"
UN1446,NITRATE DE BARYUM
UN1447,"PERCHLORATE DE BARYUM, SOLIDE"
UN1448,PERMANGANATE DE BARYUM
UN1449,PEROXYDE DE BARYUM
UN1450,"BROMATES INORGANIQUES, N.S.A."
UN1451,NITRATE DE CÉSIUM
UN1452,CHLORATE DE CALCIUM
UN1453,CHLORITE DE CALCIUM
UN1454,NITRATE DE CALCIUM
UN1455,PERCHLORATE DE CALCIUM
UN1456,PERMANGANATE DE CALCIUM
UN1457,PEROXYDE DE CALCIUM
UN1458,CHLORATE ET BORATE EN MÉLANGE
UN1459,"CHLORATE ET CHLORURE DE MAGNÉSIUM EN MÉLANGE, SOLIDE"
UN1461,"CHLORATES INORGANIQUES, N.S.A."
UN1462,"CHLORITES INORGANIQUES, N.S.A."
UN1463,TRIOXYDE DE CHROME ANHYDRE
UN1465,NITRATE DE DIDYME
UN1466,NITRATE DE FER III
UN1467,NITRATE DE GUANIDINE
UN1469,NITRATE DE PLOMB
UN1470,"PERCHLORATE DE PLOMB, SOLIDE"
UN1471,"HYPOCHLORITE DE LITHIUM EN MÉLANGE;
ou
HYPOCHLORITE DE LITHIUM SEC"
UN1472,PEROXYDE DE LITHIUM
UN1473,BROMATE DE MAGNÉSIUM
UN1474,NITRATE DE MAGNÉSIUM
UN1475,PERCHLORATE DE MAGNÉSIUM
UN1476,PEROXYDE DE MAGNÉSIUM
UN1477,"NITRATES INORGANIQUES, N.S.A."
UN1479,"SOLIDE COMBURANT, N.S.A."
UN1481,"PERCHLORATES INORGANIQUES, N.S.A."
UN1482,"PERMANGANATES INORGANIQUES, N.S.A."
UN1483,"PEROXYDES INORGANIQUES, N.S.A."
UN1484,BROMATE DE POTASSIUM
UN1485,CHLORATE DE POTASSIUM
UN1486,NITRATE DE POTASSIUM
UN1487,NITRATE DE POTASSIUM ET NITRITE DE SODIUM EN MÉLANGE
UN1488,NITRITE DE POTASSIUM
UN1489,PERCHLORATE DE POTASSIUM
UN1490,PERMANGANATE DE POTASSIUM
UN1491,PEROXYDE DE POTASSIUM
UN1492,PERSULFATE DE POTASSIUM
UN1493,NITRATE D’ARGENT
UN1494,BROMATE DE SODIUM
UN1495,CHLORATE DE SODIUM
UN1496,CHLORITE DE SODIUM avec plus de 7 % de chlore actif
UN1498,NITRATE DE SODIUM
UN1499,NITRATE DE SODIUM ET NITRATE DE POTASSIUM EN MÉLANGE
UN1500,NITRITE DE SODIUM
UN1502,PERCHLORATE DE SODIUM
UN1503,PERMANGANATE DE SODIUM
UN1504,PEROXYDE DE SODIUM
UN1505,PERSULFATE DE SODIUM
UN1506,CHLORATE DE STRONTIUM
UN1507,NITRATE DE STRONTIUM
UN1508,PERCHLORATE DE STRONTIUM
UN1509,PEROXYDE DE STRONTIUM
UN1510,TÉTRANITROMÉTHANE
UN1511,URÉE-PEROXYDE D’HYDROGÈNE
UN1512,NITRITE DE ZINC AMMONIACAL
UN1513,CHLORATE DE ZINC
UN1514,NITRATE DE ZINC
UN1515,PERMANGANATE DE ZINC
UN1516,PEROXYDE DE ZINC
UN1517,PICRAMATE DE ZIRCONIUM HUMIDIFIÉ avec au moins 20 % (masse) d’eau
UN1541,CYANHYDRINE D’ACÉTONE STABILISÉE
UN1544,"ALCALOÏDES SOLIDES, N.S.A.;
ou
SELS D’ALCALOÏDES SOLIDES, N.S.A."
UN1545,ISOTHIOCYANATE D’ALLYLE STABILISÉ
UN1546,ARSÉNIATE D’AMMONIUM
UN1547,ANILINE
UN1548,CHLORHYDRATE D’ANILINE
UN1549,"COMPOSÉ INORGANIQUE SOLIDE DE L’ANTIMOINE, N.S.A., à l’exception des sulfures et des oxydes d’antimoine contenant au plus 0,5 % (masse) d’arsenic"
UN1550,LACTATE D’ANTIMOINE
UN1551,TARTRATE D’ANTIMOINE ET DE POTASSIUM
UN1553,ACIDE ARSÉNIQUE LIQUIDE
UN1554,ACIDE ARSÉNIQUE SOLIDE
UN1555,BROMURE D’ARSENIC
UN1556,"COMPOSÉ LIQUIDE DE L’ARSENIC, N.S.A., inorganique, notamment : arséniates, n.s.a., arsénites, n.s.a. et sulfures d’arsenic, n.s.a."
UN1557,"COMPOSÉ SOLIDE DE L’ARSENIC, N.S.A., inorganique, notamment : arséniates, n.s.a., arsénites, n.s.a. et sulfures d’arsenic, n.s.a."
UN1558,ARSENIC
UN1559,PENTOXYDE D’ARSENIC
UN1560,TRICHLORURE D’ARSENIC
UN1561,TRIOXYDE D’ARSENIC
UN1562,POUSSIÈRE ARSENICALE
UN1564,"COMPOSÉ DU BARYUM, N.S.A., à l’exception du sulfate de baryum"
UN1565,CYANURE DE BARYUM
UN1566,"COMPOSÉ DU BÉRYLLIUM, N.S.A."
UN1567,BÉRYLLIUM EN POUDRE
UN1569,BROMACÉTONE
UN1570,BRUCINE
UN1571,AZOTURE DE BARYUM HUMIDIFIÉ avec au moins 50 % (masse) d’eau
UN1572,ACIDE CACODYLIQUE
UN1573,ARSÉNIATE DE CALCIUM
UN1574,ARSÉNIATE DE CALCIUM ET ARSÉNITE DE CALCIUM EN MÉLANGE SOLIDE
UN1575,CYANURE DE CALCIUM
UN1577,CHLORODINITROBENZÈNES LIQUIDES
UN1578,CHLORONITROBENZÈNES SOLIDES
UN1579,"oCHLORHYDRATE DE CHLORO-4 -TOLUIDINE, SOLIDE"
UN1580,CHLOROPICRINE
UN1581,BROMURE DE MÉTHYLE ET CHLOROPICRINE EN MÉLANGE contenant plus de 2 % de chloropicrine
UN1582,CHLORURE DE MÉTHYLE ET CHLOROPICRINE EN MÉLANGE
UN1583,"CHLOROPICRINE EN MÉLANGE, N.S.A."
UN1585,ACÉTOARSÉNITE DE CUIVRE
UN1586,ARSÉNITE DE CUIVRE
UN1587,CYANURE DE CUIVRE
UN1588,"CYANURES INORGANIQUES, SOLIDES, N.S.A., à l’exception des ferricyanures et des ferrocyanures"
UN1589,CHLORURE DE CYANOGÈNE STABILISÉ
UN1590,DICHLORANILINES LIQUIDES
UN1591,o-DICHLOROBENZÈNE
UN1593,DICHLOROMÉTHANE
UN1594,SULFATE DE DIÉTHYLE
UN1595,SULFATE DE DIMÉTHYLE
UN1596,DINITRANILINES
UN1597,DINITROBENZÈNES LIQUIDES
UN1598,oDINITRO--CRÉSOL
UN1599,DINITROPHÉNOL EN SOLUTION
UN1600,DINITROTOLUÈNES FONDUS
UN1601,"DÉSINFECTANT SOLIDE TOXIQUE, N.S.A."
UN1602,"COLORANT LIQUIDE TOXIQUE, N.S.A.;
ou
MATIÈRE INTERMÉDIAIRE LIQUIDE POUR COLORANT, TOXIQUE, N.S.A."
UN1603,BROMACÉTATE D’ÉTHYLE
UN1604,ÉTHYLÈNEDIAMINE
UN1605,DIBROMURE D’ÉTHYLÈNE
UN1606,ARSÉNIATE DE FER III
UN1607,ARSÉNITE DE FER III
UN1608,ARSÉNIATE DE FER II
UN1611,TÉTRAPHOSPHATE D’HEXAÉTHYLE
UN1612,TÉTRAPHOSPHATE D’HEXAÉTHYLE ET GAZ COMPRIMÉ EN MÉLANGE
UN1613,"ACIDE CYANHYDRIQUE EN SOLUTION AQUEUSE contenant au plus 20 % de cyanure d’hydrogène;
ou
CYANURE D’HYDROGÈNE EN SOLUTION AQUEUSE contenant au plus 20 % de cyanure d’hydrogène"
UN1614,"CYANURE D’HYDROGÈNE STABILISÉ, avec moins de 3 % d’eau et absorbé dans un matériau inerte poreux"
UN1616,ACÉTATE DE PLOMB
UN1617,ARSÉNIATES DE PLOMB
UN1618,ARSÉNITES DE PLOMB
UN1620,CYANURE DE PLOMB
UN1621,POURPRE DE LONDRES
UN1622,ARSÉNIATE DE MAGNÉSIUM
UN1623,ARSÉNIATE DE MERCURE II
UN1624,CHLORURE DE MERCURE II
UN1625,NITRATE DE MERCURE II
UN1626,CYANURE DOUBLE DE MERCURE ET DE POTASSIUM
UN1627,NITRATE DE MERCURE I
UN1629,ACÉTATE DE MERCURE
UN1630,CHLORURE DE MERCURE AMMONIACAL
UN1631,BENZOATE DE MERCURE
UN1634,BROMURES DE MERCURE
UN1636,CYANURE DE MERCURE
UN1637,GLUCONATE DE MERCURE
UN1638,IODURE DE MERCURE
UN1639,NUCLÉINATE DE MERCURE
UN1640,OLÉATE DE MERCURE
UN1641,OXYDE DE MERCURE
UN1642,OXYCYANURE DE MERCURE DÉSENSIBILISÉ
UN1643,IODURE DOUBLE DE MERCURE ET DE POTASSIUM
UN1644,SALICYLATE DE MERCURE
UN1645,SULFATE DE MERCURE
UN1646,THIOCYANATE DE MERCURE
UN1647,BROMURE DE MÉTHYLE ET DIBROMURE D’ÉTHYLÈNE EN MÉLANGE LIQUIDE
UN1648,ACÉTONITRILE
UN1649,MÉLANGE ANTIDÉTONANT POUR CARBURANTS
UN1650,"bêta-NAPHTYLAMINE, SOLIDE"
UN1651,NAPHTYLTHIO-URÉE
UN1652,NAPHTYLURÉE
UN1653,CYANURE DE NICKEL
UN1654,NICOTINE
UN1655,"COMPOSÉ SOLIDE DE LA NICOTINE, N.S.A.;
ou
PRÉPARATION SOLIDE DE LA NICOTINE, N.S.A."
UN1656,"CHLORHYDRATE DE NICOTINE EN SOLUTION;
ou
CHLORHYDRATE DE NICOTINE LIQUIDE"
UN1657,SALICYLATE DE NICOTINE
UN1658,SULFATE DE NICOTINE EN SOLUTION
UN1659,TARTRATE DE NICOTINE
UN1660,"MONOXYDE D’AZOTE COMPRIMÉ;
ou
OXYDE NITRIQUE COMPRIMÉ"
UN1661,"oNITRANILINES (-, -, -)"
UN1662,NITROBENZÈNE
UN1663,"oNITROPHÉNOLS (-, -, -)"
UN1664,NITROTOLUÈNES LIQUIDES
UN1665,NITROXYLÈNES LIQUIDES
UN1669,PENTACHLORÉTHANE
UN1670,MERCAPTAN MÉTHYLIQUE PERCHLORÉ
UN1671,PHÉNOL SOLIDE
UN1672,CHLORURE DE PHÉNYLCARBYLAMINE
UN1673,"oPHÉNYLÈNEDIAMINES (-, -, -)"
UN1674,ACÉTATE DE PHÉNYLMERCURE
UN1677,ARSÉNIATE DE POTASSIUM
UN1678,ARSÉNITE DE POTASSIUM
UN1679,CUPROCYANURE DE POTASSIUM
UN1680,"CYANURE DE POTASSIUM, SOLIDE"
UN1683,ARSÉNITE D’ARGENT
UN1684,CYANURE D’ARGENT
UN1685,ARSÉNIATE DE SODIUM
UN1686,ARSÉNITE DE SODIUM EN SOLUTION AQUEUSE
UN1687,AZOTURE DE SODIUM
UN1688,CACODYLATE DE SODIUM
UN1689,"CYANURE DE SODIUM, SOLIDE"
UN1690,"FLUORURE DE SODIUM, SOLIDE"
UN1691,ARSÉNITE DE STRONTIUM
UN1692,"SELS DE STRYCHNINE;
ou
STRYCHNINE"
UN1693,"MATIÈRE LIQUIDE SERVANT À LA PRODUCTION DE GAZ LACRYMOGÈNES, N.S.A."
UN1694,CYANURES DE BROMOBENZYLE LIQUIDES
UN1695,CHLORACÉTONE STABILISÉE
UN1697,"CHLORACÉTOPHÉNONE, SOLIDE"
UN1698,DIPHÉNYLAMINECHLORARSINE
UN1699,DIPHÉNYLCHLORARSINE LIQUIDE
UN1700,CHANDELLES LACRYMOGÈNES
UN1701,"BROMURE DE XYLYLE, LIQUIDE"
UN1702,"1,1,2,2-TÉTRACHLORÉTHANE"
UN1704,DITHIOPYROPHOSPHATE DE TÉTRAÉTHYLE
UN1707,"COMPOSÉ DU THALLIUM, N.S.A."
UN1708,TOLUIDINES LIQUIDES
UN1709,"m-TOLUYLÈNEDIAMINE, SOLIDE"
UN1710,TRICHLORÉTHYLÈNE
UN1711,XYLIDINES LIQUIDES
UN1712,"ARSÉNIATE DE ZINC;
ARSÉNIATE DE ZINC ET ARSÉNITE DE ZINC EN MÉLANGE;
ou
ARSÉNITE DE ZINC"
UN1713,CYANURE DE ZINC
UN1714,PHOSPHURE DE ZINC
UN1715,ANHYDRIDE ACÉTIQUE
UN1716,BROMURE D’ACÉTYLE
UN1717,CHLORURE D’ACÉTYLE
UN1718,PHOSPHATE ACIDE DE BUTYLE
UN1719,"LIQUIDE ALCALIN CAUSTIQUE, N.S.A."
UN1722,CHLOROFORMIATE D’ALLYLE
UN1723,IODURE D’ALLYLE
UN1724,ALLYLTRICHLOROSILANE STABILISÉ
UN1725,BROMURE D’ALUMINIUM ANHYDRE
UN1726,CHLORURE D’ALUMINIUM ANHYDRE
UN1727,HYDROGÉNODIFLUORURE D’AMMONIUM SOLIDE
UN1728,AMYLTRICHLOROSILANE
UN1729,CHLORURE D’ANISOYLE
UN1730,PENTACHLORURE D’ANTIMOINE LIQUIDE
UN1731,PENTACHLORURE D’ANTIMOINE EN SOLUTION
UN1732,PENTAFLUORURE D’ANTIMOINE
UN1733,TRICHLORURE D’ANTIMOINE
UN1736,CHLORURE DE BENZOYLE
UN1737,BROMURE DE BENZYLE
UN1738,CHLORURE DE BENZYLE
UN1739,CHLOROFORMIATE DE BENZYLE
UN1740,"HYDROGÉNODIFLUORURES SOLIDES, N.S.A."
UN1741,TRICHLORURE DE BORE
UN1742,"COMPLEXE DE TRIFLUORURE DE BORE ET D’ACIDE ACÉTIQUE, LIQUIDE"
UN1743,"COMPLEXE DE TRIFLUORURE DE BORE ET D’ACIDE PROPIONIQUE, LIQUIDE"
UN1744,"BROME;
ou
BROME EN SOLUTION"
UN1745,PENTAFLUORURE DE BROME
UN1746,TRIFLUORURE DE BROME
UN1747,BUTYLTRICHLOROSILANE
UN1748,"HYPOCHLORITE DE CALCIUM SEC contenant plus de 39 % de chlore actif (8,8 % d’oxygène actif);
ou
HYPOCHLORITE DE CALCIUM EN MÉLANGE SEC contenant plus de 39 % de chlore actif (8,8 % d’oxygène actif)"
UN1749,TRIFLUORURE DE CHLORE
UN1750,ACIDE CHLORACÉTIQUE EN SOLUTION
UN1751,ACIDE CHLORACÉTIQUE SOLIDE
UN1752,CHLORURE DE CHLORACÉTYLE
UN1753,CHLOROPHÉNYLTRICHLOROSILANE
UN1754,ACIDE CHLOROSULFONIQUE contenant ou non du trioxyde de soufre
UN1755,ACIDE CHROMIQUE EN SOLUTION
UN1756,FLUORURE DE CHROME III SOLIDE
UN1757,FLUORURE DE CHROME III EN SOLUTION
UN1758,CHLORURE DE CHROMYLE
UN1759,"SOLIDE CORROSIF, N.S.A."
UN1760,"LIQUIDE CORROSIF, N.S.A."
UN1761,CUPRIÉTHYLÈNEDIAMINE EN SOLUTION
UN1762,CYCLOHÉXÉNYLTRICHLOROSILANE
UN1763,CYCLOHEXYLTRICHLOROSILANE
UN1764,ACIDE DICHLORACÉTIQUE
UN1765,CHLORURE DE DICHLORACÉTYLE
UN1766,DICHLOROPHÉNYLTRICHLOROSILANE
UN1767,DIÉTHYLDICHLOROSILANE
UN1768,ACIDE DIFLUOROPHOSPHORIQUE ANHYDRE
UN1769,DIPHÉNYLDICHLOROSILANE
UN1770,BROMURE DE DIPHÉNYLMÉTHYLE
UN1771,DODÉCYLTRICHLOROSILANE
UN1773,CHLORURE DE FER III ANHYDRE
UN1774,CHARGES D’EXTINCTEURS constituées par un liquide corrosif
UN1775,ACIDE FLUOROBORIQUE
UN1776,ACIDE FLUOROPHOSPHORIQUE ANHYDRE
UN1777,ACIDE FLUOROSULFONIQUE
UN1778,ACIDE FLUOROSILICIQUE
UN1779,ACIDE FORMIQUE contenant plus de 85 % (masse) d’acide
UN1780,CHLORURE DE FUMARYLE
UN1781,HEXADÉCYLTRICHLOROSILANE
UN1782,ACIDE HEXAFLUOROPHOSPHORIQUE
UN1783,HEXAMÉTHYLÈNEDIAMINE EN SOLUTION
UN1784,HEXYLTRICHLOROSILANE
UN1786,ACIDE FLUORHYDRIQUE ET ACIDE SULFURIQUE EN MÉLANGE
UN1787,ACIDE IODHYDRIQUE
UN1788,ACIDE BROMHYDRIQUE
UN1789,ACIDE CHLORHYDRIQUE
UN1790,"ACIDE FLUORHYDRIQUE, contenant plus de 60 % de fluorure d’hydrogène"
UN1790,"ACIDE FLUORHYDRIQUE, contenant au plus 60 % de fluorure d’hydrogène"
UN1791,HYPOCHLORITE EN SOLUTION avec plus de 7 % de chlore actif
UN1792,MONOCHLORURE D’IODE SOLIDE
UN1793,PHOSPHATE ACIDE D’ISOPROPYLE
UN1794,SULFATE DE PLOMB contenant plus de 3 % d’acide libre
UN1796,"ACIDE MIXTE contenant plus de 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE contenant plus de 50 % d’acide nitrique"
UN1796,"ACIDE MIXTE contenant au plus 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE contenant au plus 50 % d’acide nitrique"
UN1798,ACIDE CHLORHYDRIQUE ET ACIDE NITRIQUE EN MÉLANGE
UN1799,NONYLTRICHLOROSILANE
UN1800,OCTADÉCYLTRICHLOROSILANE
UN1801,OCTYLTRICHLOROSILANE
UN1802,ACIDE PERCHLORIQUE contenant au plus 50 % (masse) d’acide
UN1803,ACIDE PHÉNOLSULFONIQUE LIQUIDE
UN1804,PHÉNYLTRICHLOROSILANE
UN1805,ACIDE PHOSPHORIQUE EN SOLUTION
UN1806,PENTACHLORURE DE PHOSPHORE
UN1807,"ANHYDRIDE PHOSPHORIQUE;
ou
PENTOXYDE DE PHOSPHORE"
UN1808,TRIBROMURE DE PHOSPHORE
UN1809,TRICHLORURE DE PHOSPHORE
UN1810,OXYCHLORURE DE PHOSPHORE
UN1811,"HYDROGÉNODIFLUORURE DE POTASSIUM, SOLIDE"
UN1812,"FLUORURE DE POTASSIUM, SOLIDE"
UN1813,HYDROXYDE DE POTASSIUM SOLIDE
UN1814,HYDROXYDE DE POTASSIUM EN SOLUTION
UN1815,CHLORURE DE PROPIONYLE
UN1816,PROPYLTRICHLOROSILANE
UN1817,CHLORURE DE PYROSULFURYLE
UN1818,TÉTRACHLORURE DE SILICIUM
UN1819,ALUMINATE DE SODIUM EN SOLUTION
UN1823,HYDROXYDE DE SODIUM SOLIDE
UN1824,HYDROXYDE DE SODIUM EN SOLUTION
UN1825,MONOXYDE DE SODIUM
UN1826,"ACIDE MIXTE RÉSIDUAIRE contenant plus de 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE RÉSIDUAIRE contenant plus de 50 % d’acide nitrique"
UN1826,"ACIDE MIXTE RÉSIDUAIRE contenant au plus 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE RÉSIDUAIRE contenant au plus 50 % d’acide nitrique"
UN1827,CHLORURE D’ÉTAIN IV ANHYDRE
UN1828,CHLORURES DE SOUFRE
UN1829,TRIOXYDE DE SOUFRE STABILISÉ
UN1830,ACIDE SULFURIQUE contenant plus de 51 % d’acide
UN1831,ACIDE SULFURIQUE FUMANT
UN1832,ACIDE SULFURIQUE RÉSIDUAIRE
UN1833,ACIDE SULFUREUX
UN1834,CHLORURE DE SULFURYLE
UN1835,HYDROXYDE DE TÉTRAMÉTHYLAMMONIUM EN SOLUTION
UN1836,CHLORURE DE THIONYLE
UN1837,CHLORURE DE THIOPHOSPHORYLE
UN1838,TÉTRACHLORURE DE TITANE
UN1839,ACIDE TRICHLORACÉTIQUE
UN1840,CHLORURE DE ZINC EN SOLUTION
UN1841,ALDÉHYDATE D’AMMONIAQUE
UN1843,"oDINITRO--CRÉSATE D’AMMONIUM, SOLIDE"
UN1845,"DIOXYDE DE CARBONE SOLIDE;
ou
NEIGE CARBONIQUE"
UN1846,TÉTRACHLORURE DE CARBONE
UN1847,SULFURE DE POTASSIUM HYDRATÉ avec au moins 30 % d’eau de cristallisation
UN1848,ACIDE PROPIONIQUE contenant au moins 10 % mais moins de 90 % (masse) d’acide
UN1849,SULFURE DE SODIUM HYDRATÉ avec au moins 30 % d’eau
UN1851,"MÉDICAMENT LIQUIDE TOXIQUE, N.S.A."
UN1854,ALLIAGES PYROPHORIQUES DE BARYUM
UN1855,"ALLIAGES PYROPHORIQUES DE CALCIUM;
ou
CALCIUM PYROPHORIQUE"
UN1856,"CHIFFONS HUILEUX, réglementés seulement lorsqu’ils sont transportés par bâtiment"
UN1857,"DÉCHETS TEXTILES MOUILLÉS, réglementés seulement lorsqu’ils sont transportés par bâtiment"
UN1858,"GAZ RÉFRIGÉRANT R 1216;
ou
HEXAFLUOROPROPYLÈNE"
UN1859,TÉTRAFLUORURE DE SILICIUM
UN1860,FLUORURE DE VINYLE STABILISÉ
UN1862,CROTONATE D’ÉTHYLE
UN1863,CARBURÉACTEUR
UN1865,nNITRATE DE -PROPYLE
UN1866,"RÉSINE EN SOLUTION, inflammable"
UN1868,DÉCABORANE
UN1869,"ALLIAGES DE MAGNÉSIUM, contenant plus de 50 % de magnésium, sous forme de granulés, de tournures ou de rubans;
ou
MAGNÉSIUM, sous forme de granulés, de tournures ou de rubans"
UN1870,BOROHYDRURE DE POTASSIUM
UN1871,HYDRURE DE TITANE
UN1872,DIOXYDE DE PLOMB
UN1873,ACIDE PERCHLORIQUE contenant plus de 50 % (masse) mais au maximum 72 % d’acide
UN1884,OXYDE DE BARYUM
UN1885,BENZIDINE
UN1886,CHLORURE DE BENZYLIDÈNE
UN1887,BROMOCHLOROMÉTHANE
UN1888,CHLOROFORME
UN1889,BROMURE DE CYANOGÈNE
UN1891,BROMURE D’ÉTHYLE
UN1892,ÉTHYLDICHLORARSINE
UN1894,HYDROXYDE DE PHÉNYLMERCURE
UN1895,NITRATE DE PHÉNYLMERCURE
UN1897,TÉTRACHLORÉTHYLÈNE
UN1898,IODURE D’ACÉTYLE
UN1902,PHOSPHATE ACIDE DE DIISOOCTYLE
UN1903,"DÉSINFECTANT LIQUIDE CORROSIF, N.S.A."
UN1905,ACIDE SÉLÉNIQUE
UN1906,ACIDE RÉSIDUAIRE DE RAFFINAGE
UN1907,CHAUX SODÉE contenant plus de 4 % d’hydroxyde de sodium
UN1908,CHLORITE EN SOLUTION
UN1910,"OXYDE DE CALCIUM, réglementé seulement lorsqu’il est transporté par aéronef"
UN1911,DIBORANE
UN1912,CHLORURE DE MÉTHYLE ET CHLORURE DE MÉTHYLÈNE EN MÉLANGE
UN1913,NÉON LIQUIDE RÉFRIGÉRÉ
UN1914,PROPIONATES DE BUTYLE
UN1915,CYCLOHEXANONE
UN1916,"ÉTHER DICHLORO-2,2’ DIÉTHYLIQUE"
UN1917,ACRYLATE D’ÉTHYLE STABILISÉ
UN1918,ISOPROPYLBENZÈNE
UN1919,ACRYLATE DE MÉTHYLE STABILISÉ
UN1920,NONANES
UN1921,PROPYLÈNEIMINE STABILISÉE
UN1922,PYRROLIDINE
UN1923,"DITHIONITE DE CALCIUM;
ou
HYDROSULFITE DE CALCIUM"
UN1928,BROMURE DE MÉTHYLMAGNÉSIUM DANS L’ÉTHER ÉTHYLIQUE
UN1929,"DITHIONITE DE POTASSIUM;
ou
HYDROSULFITE DE POTASSIUM"
UN1931,"DITHIONITE DE ZINC;
ou
HYDROSULFITE DE ZINC"
UN1932,DÉCHETS DE ZIRCONIUM
UN1935,"CYANURE EN SOLUTION, N.S.A."
UN1938,ACIDE BROMACÉTIQUE EN SOLUTION
UN1939,OXYBROMURE DE PHOSPHORE
UN1940,ACIDE THIOGLYCOLIQUE
UN1941,DIBROMODIFLUOROMÉTHANE
UN1942,"NITRATE D’AMMONIUM contenant au plus 0,2 % de matières combustibles, y compris les matières organiques exprimées en équivalent carbone, à l’exclusion de toute autre matière"
UN1944,"ALLUMETTES DE SÛRETÉ (à frottoir, en carnets ou pochettes)"
UN1945,ALLUMETTES-BOUGIES
UN1950,"AÉROSOLS, contenant de l’oxygène comprimé"
UN1950,"AÉROSOLS, inflammables"
UN1950,"AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage II"
UN1950,"AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage III"
UN1950,"AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage II"
UN1950,"AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage III"
UN1950,"AÉROSOLS, inflammables contenant des matières de la classe 8, groupe d’emballage II"
UN1950,"AÉROSOLS, inflammables contenant des matières de la classe 8, groupe d’emballage III"
UN1950,"AÉROSOLS, non inflammables"
UN1950,"AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage II"
UN1950,"AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage III"
UN1950,"AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage II"
UN1950,"AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage III"
UN1950,"AÉROSOLS, non inflammables contenant des matières de la classe 8, groupe d’emballage II"
UN1950,"AÉROSOLS, non inflammables contenant des matières de la classe 8, groupe d’emballage III"
UN1951,ARGON LIQUIDE RÉFRIGÉRÉ
UN1952,OXYDE D’ÉTHYLÈNE ET DIOXYDE DE CARBONE EN MÉLANGE contenant au plus 9 % d’oxyde d’éthylène
UN1953,"GAZ COMPRIMÉ TOXIQUE, INFLAMMABLE, N.S.A."
UN1954,"GAZ COMPRIMÉ INFLAMMABLE, N.S.A."
UN1955,"GAZ COMPRIMÉ TOXIQUE, N.S.A."
UN1956,"GAZ COMPRIMÉ, N.S.A."
UN1957,DEUTÉRIUM COMPRIMÉ
UN1958,"DICHLORO-1,2 TÉTRAFLUORO-1,1,2,2 ÉTHANE;
ou
GAZ RÉFRIGÉRANT R 114"
UN1959,"DIFLUORO-1,1 ÉTHYLÈNE;
ou
GAZ RÉFRIGÉRANT R 1132a"
UN1961,ÉTHANE LIQUIDE RÉFRIGÉRÉ
UN1962,ÉTHYLÈNE
UN1963,HÉLIUM LIQUIDE RÉFRIGÉRÉ
UN1964,"HYDROCARBURES GAZEUX EN MÉLANGE COMPRIMÉ, N.S.A."
UN1965,"HYDROCARBURES GAZEUX EN MÉLANGE LIQUÉFIÉ, N.S.A."
UN1966,HYDROGÈNE LIQUIDE RÉFRIGÉRÉ
UN1967,"GAZ INSECTICIDE TOXIQUE, N.S.A."
UN1968,"GAZ INSECTICIDE, N.S.A."
UN1969,ISOBUTANE
UN1970,KRYPTON LIQUIDE RÉFRIGÉRÉ
UN1971,"GAZ NATUREL (à haute teneur en méthane) COMPRIMÉ;
ou
MÉTHANE COMPRIMÉ"
UN1972,"GAZ NATUREL (à haute teneur en méthane) LIQUIDE RÉFRIGÉRÉ;
ou
MÉTHANE LIQUIDE RÉFRIGÉRÉ"
UN1973,"CHLORODIFLUOROMÉTHANE ET CHLOROPENTAFLUORÉTHANE EN MÉLANGE à point d’ébullition fixe contenant environ 49 % de chlorodifluorométhane;
ou
GAZ RÉFRIGÉRANT R 502"
UN1974,"BROMOCHLORODIFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 12B1"
UN1975,"MONOXYDE D’AZOTE ET DIOXYDE D’AZOTE EN MÉLANGE;
ou
MONOXYDE D’AZOTE ET TÉTROXYDE DE DIAZOTE EN MÉLANGE"
UN1976,"GAZ RÉFRIGÉRANT RC 318;
ou
OCTAFLUOROCYCLOBUTANE"
UN1977,AZOTE LIQUIDE RÉFRIGÉRÉ
UN1978,PROPANE
UN1982,"GAZ RÉFRIGÉRANT R 14;
ou
TÉTRAFLUOROMÉTHANE"
UN1983,"CHLORO-1 TRIFLUORO-2,2,2 ÉTHANE;
ou
GAZ RÉFRIGÉRANT R 133a"
