un,name
UN1672,PHENYLCARBYLAMINE CHLORIDE
UN1673,"o-, m-, p-PHENYLENEDIAMINES ()"
UN1674,PHENYLMERCURIC ACETATE
UN1677,POTASSIUM ARSENATE
UN1678,POTASSIUM ARSENITE
UN1679,POTASSIUM CUPROCYANIDE
UN1680,"POTASSIUM CYANIDE, SOLID"
UN1683,SILVER ARSENITE
UN1684,SILVER CYANIDE
UN1685,SODIUM ARSENATE
UN1686,"SODIUM ARSENITE, AQUEOUS SOLUTION"
UN1687,SODIUM AZIDE
UN1688,SODIUM CACODYLATE
UN1689,"SODIUM CYANIDE, SOLID"
UN1690,"SODIUM FLUORIDE, SOLID"
UN1691,STRONTIUM ARSENITE
UN1692,"STRYCHNINE;
or
STRYCHNINE SALTS"
UN1693,"TEAR GAS SUBSTANCE, LIQUID, N.O.S."
UN1694,"BROMOBENZYL CYANIDES, LIQUID"
UN1695,"CHLOROACETONE, STABILIZED"
UN1697,"CHLOROACETOPHENONE, SOLID"
UN1698,DIPHENYLAMINE CHLOROARSINE
UN1699,"DIPHENYLCHLOROARSINE, LIQUID"
UN1700,TEAR GAS CANDLES
UN1701,"XYLYL BROMIDE, LIQUID"
UN1702,"1,1,2,2-TETRACHLOROETHANE"
UN1704,TETRAETHYL DITHIOPYROPHOSPHATE
UN1707,"THALLIUM COMPOUND, N.O.S."
UN1708,"TOLUIDINES, LIQUID"
UN1709,"2,4-TOLUYLENEDIAMINE, SOLID"
UN1710,TRICHLOROETHYLENE
UN1711,"XYLIDINES, LIQUID"
UN1712,"ZINC ARSENATE;
ZINC ARSENATE AND ZINC ARSENITE MIXTURE;
or
ZINC ARSENITE"
UN1713,ZINC CYANIDE
UN1714,ZINC PHOSPHIDE
UN1715,ACETIC ANHYDRIDE
UN1716,ACETYL BROMIDE
UN1717,ACETYL CHLORIDE
UN1718,BUTYL ACID PHOSPHATE
UN1719,"CAUSTIC ALKALI LIQUID, N.O.S."
UN1722,ALLYL CHLOROFORMATE
UN1723,ALLYL IODIDE
UN1724,"ALLYLTRICHLOROSILANE, STABILIZED"
UN1725,"ALUMINUM BROMIDE, ANHYDROUS"
UN1726,"ALUMINUM CHLORIDE, ANHYDROUS"
UN1727,"AMMONIUM HYDROGENDIFLUORIDE, SOLID"
UN1728,AMYLTRICHLOROSILANE
UN1729,ANISOYL CHLORIDE
UN1730,"ANTIMONY PENTACHLORIDE, LIQUID"
UN1731,ANTIMONY PENTACHLORIDE SOLUTION
UN1732,ANTIMONY PENTAFLUORIDE
UN1733,ANTIMONY TRICHLORIDE
UN1736,BENZOYL CHLORIDE
UN1737,BENZYL BROMIDE
UN1738,BENZYL CHLORIDE
UN1739,BENZYL CHLOROFORMATE
UN1740,"HYDROGENDIFLUORIDES, SOLID, N.O.S."
UN1741,BORON TRICHLORIDE
UN1742,"BORON TRIFLUORIDE ACETIC ACID COMPLEX, LIQUID"
UN1743,"BORON TRIFLUORIDE PROPIONIC ACID COMPLEX, LIQUID"
UN1744,"BROMINE;
or
BROMINE SOLUTION"
UN1745,BROMINE PENTAFLUORIDE
UN1746,BROMINE TRIFLUORIDE
UN1747,BUTYLTRICHLOROSILANE
UN1748,"CALCIUM HYPOCHLORITE, DRY with more than 39% available chlorine (8.8% available oxygen);
or
CALCIUM HYPOCHLORITE MIXTURE, DRY with more than 39% available chlorine (8.8% available oxygen)"
UN1749,CHLORINE TRIFLUORIDE
UN1750,CHLOROACETIC ACID SOLUTION
UN1751,"CHLOROACETIC ACID, SOLID"
UN1752,CHLOROACETYL CHLORIDE
UN1753,CHLOROPHENYLTRICHLOROSILANE
UN1754,"CHLOROSULFONIC ACID (with or without sulfur trioxide);
or
CHLOROSULPHONIC ACID (with or without sulphur trioxide)"
UN1755,CHROMIC ACID SOLUTION
UN1756,"CHROMIC FLUORIDE, SOLID"
UN1757,CHROMIC FLUORIDE SOLUTION
UN1758,CHROMIUM OXYCHLORIDE
UN1759,"CORROSIVE SOLID, N.O.S."
UN1760,"CORROSIVE LIQUID, N.O.S."
UN1761,CUPRIETHYLENEDIAMINE SOLUTION
UN1762,CYCLOHEXENYLTRICHLOROSILANE
UN1763,CYCLOHEXYLTRICHLOROSILANE
UN1764,DICHLOROACETIC ACID
UN1765,DICHLOROACETYL CHLORIDE
UN1766,DICHLOROPHENYLTRICHLOROSILANE
UN1767,DIETHYLDICHLOROSILANE
UN1768,"DIFLUOROPHOSPHORIC ACID, ANHYDROUS"
UN1769,DIPHENYLDICHLOROSILANE
UN1770,DIPHENYLMETHYL BROMIDE
UN1771,DODECYLTRICHLOROSILANE
UN1773,"FERRIC CHLORIDE, ANHYDROUS"
UN1774,"FIRE EXTINGUISHER CHARGES, corrosive liquid"
UN1775,FLUOROBORIC ACID
UN1776,"FLUOROPHOSPHORIC ACID, ANHYDROUS"
UN1777,"FLUOROSULFONIC ACID;
or
FLUOROSULPHONIC ACID"
UN1778,FLUOROSILICIC ACID
UN1779,FORMIC ACID with more than 85% acid by mass
UN1780,FUMARYL CHLORIDE
UN1781,HEXADECYLTRICHLOROSILANE
UN1782,HEXAFLUOROPHOSPHORIC ACID
UN1783,HEXAMETHYLENEDIAMINE SOLUTION
UN1784,HEXYLTRICHLOROSILANE
UN1786,"HYDROFLUORIC ACID AND SULFURIC ACID MIXTURE;
or
HYDROFLUORIC ACID AND SULPHURIC ACID MIXTURE"
UN1787,HYDRIODIC ACID
UN1788,HYDROBROMIC ACID
UN1789,HYDROCHLORIC ACID
UN1790,"HYDROFLUORIC ACID, with more than 60% hydrogen fluoride"
UN1790,"HYDROFLUORIC ACID, with not more than 60% hydrogen fluoride"
UN1791,HYPOCHLORITE SOLUTION with more than 7% available chlorine
UN1792,"IODINE MONOCHLORIDE, SOLID"
UN1793,ISOPROPYL ACID PHOSPHATE
UN1794,"LEAD SULFATE with more than 3% free acid;
or
LEAD SULPHATE with more than 3% free acid"
UN1796,NITRATING ACID MIXTURE with more than 50% nitric acid
UN1796,NITRATING ACID MIXTURE with not more than 50% nitric acid
UN1798,NITROHYDROCHLORIC ACID
UN1799,NONYLTRICHLOROSILANE
UN1800,OCTADECYLTRICHLOROSILANE
UN1801,OCTYLTRICHLOROSILANE
UN1802,"PERCHLORIC ACID with not more than 50% acid, by mass"
UN1803,"PHENOLSULFONIC ACID, LIQUID;
or
PHENOLSULPHONIC ACID, LIQUID"
UN1804,PHENYLTRICHLOROSILANE
UN1805,PHOSPHORIC ACID SOLUTION
UN1806,PHOSPHORUS PENTACHLORIDE
UN1807,PHOSPHORUS PENTOXIDE
UN1808,PHOSPHORUS TRIBROMIDE
UN1809,PHOSPHORUS TRICHLORIDE
UN1810,PHOSPHORUS OXYCHLORIDE
UN1811,"POTASSIUM HYDROGEN DIFLUORIDE, SOLID"
UN1812,"POTASSIUM FLUORIDE, SOLID"
UN1813,"POTASSIUM HYDROXIDE, SOLID"
UN1814,POTASSIUM HYDROXIDE SOLUTION
UN1815,PROPIONYL CHLORIDE
UN1816,PROPYLTRICHLOROSILANE
UN1817,"PYROSULFURYL CHLORIDE;
or
PYROSULPHURYL CHLORIDE"
UN1818,SILICON TETRACHLORIDE
UN1819,SODIUM ALUMINATE SOLUTION
UN1823,"SODIUM HYDROXIDE, SOLID"
UN1824,SODIUM HYDROXIDE SOLUTION
UN1825,SODIUM MONOXIDE
UN1826,"NITRATING ACID MIXTURE, SPENT, with more than 50% nitric acid"
UN1826,"NITRATING ACID MIXTURE, SPENT, with not more than 50% nitric acid"
UN1827,"STANNIC CHLORIDE, ANHYDROUS"
UN1828,"SULFUR CHLORIDES;
or
SULPHUR CHLORIDES"
UN1829,"SULFUR TRIOXIDE, STABILIZED;
or
SULPHUR TRIOXIDE, STABILIZED"
UN1830,"SULFURIC ACID with more than 51% acid;
or
SULPHURIC ACID with more than 51% acid"
UN1831,"SULFURIC ACID, FUMING;
or
SULPHURIC ACID, FUMING"
UN1832,"SULFURIC ACID, SPENT;
or
SULPHURIC ACID, SPENT"
UN1833,"SULFUROUS ACID;
or
SULPHUROUS ACID"
UN1834,"SULFURYL CHLORIDE;
or
SULPHURYL CHLORIDE"
UN1835,TETRAMETHYLAMMONIUM HYDROXIDE SOLUTION
UN1836,THIONYL CHLORIDE
UN1837,THIOPHOSPHORYL CHLORIDE
UN1838,TITANIUM TETRACHLORIDE
UN1839,TRICHLOROACETIC ACID
UN1840,ZINC CHLORIDE SOLUTION
UN1841,ACETALDEHYDE AMMONIA
UN1843,"oAMMONIUM DINITRO--CRESOLATE, SOLID"
UN1845,"CARBON DIOXIDE, SOLID;
or
DRY ICE"
UN1846,CARBON TETRACHLORIDE
UN1847,"POTASSIUM SULFIDE, HYDRATED with not less than 30% water of crystallization;
or
POTASSIUM SULPHIDE, HYDRATED with not less than 30% water of crystallization"
UN1848,PROPIONIC ACID with not less than 10% and less than 90% acid by mass
UN1849,"SODIUM SULFIDE, HYDRATED with not less than 30% water;
or
SODIUM SULPHIDE, HYDRATED with not less than 30% water"
UN1851,"MEDICINE, LIQUID, TOXIC, N.O.S."
UN1854,"BARIUM ALLOYS, PYROPHORIC"
UN1855,"CALCIUM ALLOYS, PYROPHORIC;
or
CALCIUM, PYROPHORIC"
UN1856,"RAGS, OILY, regulated only when transported by vessel"
UN1857,"TEXTILE, WASTE, WET, regulated only when transported by vessel"
UN1858,"HEXAFLUOROPROPYLENE;
or
REFRIGERANT GAS R 1216"
UN1859,SILICON TETRAFLUORIDE
UN1860,"VINYL FLUORIDE, STABILIZED"
UN1862,ETHYL CROTONATE
UN1863,"FUEL, AVIATION, TURBINE ENGINE"
UN1865,n-PROPYL NITRATE
UN1866,"RESIN SOLUTION, flammable"
UN1868,DECABORANE
UN1869,"MAGNESIUM in pellets, turnings or ribbons;
or
MAGNESIUM ALLOYS with more than 50% magnesium, in pellets, turnings or ribbons"
UN1870,POTASSIUM BOROHYDRIDE
UN1871,TITANIUM HYDRIDE
UN1872,LEAD DIOXIDE
UN1873,"PERCHLORIC ACID with more than 50% but not more than 72% acid, by mass"
UN1884,BARIUM OXIDE
UN1885,BENZIDINE
UN1886,BENZYLIDENE CHLORIDE
UN1887,BROMOCHLOROMETHANE
UN1888,CHLOROFORM
UN1889,CYANOGEN BROMIDE
UN1891,ETHYL BROMIDE
UN1892,ETHYLDICHLOROARSINE
UN1894,PHENYLMERCURIC HYDROXIDE
UN1895,PHENYLMERCURIC NITRATE
UN1897,TETRACHLOROETHYLENE
UN1898,ACETYL IODIDE
UN1902,DIISOOCTYL ACID PHOSPHATE
UN1903,"DISINFECTANT, LIQUID, CORROSIVE, N.O.S."
UN1905,SELENIC ACID
UN1906,SLUDGE ACID
UN1907,SODA LIME with more than 4% sodium hydroxide
UN1908,CHLORITE SOLUTION
UN1910,"CALCIUM OXIDE, regulated only when transported by aircraft"
UN1911,DIBORANE
UN1912,METHYL CHLORIDE AND METHYLENE CHLORIDE MIXTURE
UN1913,"NEON, REFRIGERATED LIQUID"
UN1914,BUTYL PROPIONATES
UN1915,CYCLOHEXANONE
UN1916,"2,2’-DICHLORODIETHYL ETHER"
UN1917,"ETHYL ACRYLATE, STABILIZED"
UN1918,ISOPROPYLBENZENE
UN1919,"METHYL ACRYLATE, STABILIZED"
UN1920,NONANES
UN1921,"PROPYLENEIMINE, STABILIZED"
UN1922,PYRROLIDINE
UN1923,"CALCIUM DITHIONITE;
CALCIUM HYDROSULFITE;
or
CALCIUM HYDROSULPHITE"
UN1928,METHYL MAGNESIUM BROMIDE IN ETHYL ETHER
UN1929,"POTASSIUM DITHIONITE;
POTASSIUM HYDROSULFITE;
or
POTASSIUM HYDROSULPHITE"
UN1931,"ZINC DITHIONITE;
ZINC HYDROSULFITE;
or
ZINC HYDROSULPHITE"
UN1932,ZIRCONIUM SCRAP
UN1935,"CYANIDE SOLUTION, N.O.S."
UN1938,BROMOACETIC ACID SOLUTION
UN1939,PHOSPHORUS OXYBROMIDE
UN1940,THIOGLYCOLIC ACID
UN1941,DIBROMODIFLUOROMETHANE
UN1942,"AMMONIUM NITRATE with not more than 0.2% total combustible material, including any organic substance calculated as carbon, to the exclusion of any other added substance"
UN1944,"MATCHES, SAFETY (book, card or strike on box)"
UN1945,"MATCHES, WAX “VESTA”"
UN1950,AEROSOLS containing compressed oxygen
UN1950,"AEROSOLS, flammable"
UN1950,"AEROSOLS, flammable, containing substances in Class 6.1, packing group II"
UN1950,"AEROSOLS, flammable, containing substances in Class 6.1, packing group III"
UN1950,"AEROSOLS, flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group II"
UN1950,"AEROSOLS, flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group III"
UN1950,"AEROSOLS, flammable, containing substances in Class 8, packing group II"
UN1950,"AEROSOLS, flammable, containing substances in Class 8, packing group III"
UN1950,"AEROSOLS, non-flammable"
UN1950,"AEROSOLS, non-flammable, containing substances in Class 6.1, packing group II"
UN1950,"AEROSOLS, non-flammable, containing substances in Class 6.1, packing group III"
UN1950,"AEROSOLS, non-flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group II"
UN1950,"AEROSOLS, non-flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group III"
UN1950,"AEROSOLS, non-flammable, containing substances in Class 8, packing group II"
UN1950,"AEROSOLS, non-flammable, containing substances in Class 8, packing group III"
UN1951,"ARGON, REFRIGERATED LIQUID"
UN1952,ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE with not more than 9% ethylene oxide
UN1953,"COMPRESSED GAS, TOXIC, FLAMMABLE, N.O.S."
UN1954,"COMPRESSED GAS, FLAMMABLE, N.O.S."
UN1955,"COMPRESSED GAS, TOXIC, N.O.S."
UN1956,"COMPRESSED GAS, N.O.S."
UN1957,"DEUTERIUM, COMPRESSED"
UN1958,"1,2-DICHLORO-1,1,2,2-TETRAFLUOROETHANE;
or
REFRIGERANT GAS R 114"
UN1959,"1,1-DIFLUOROETHYLENE;
or
REFRIGERANT GAS R 1132a"
UN1961,"ETHANE, REFRIGERATED LIQUID"
UN1962,ETHYLENE
UN1963,"HELIUM, REFRIGERATED LIQUID"
UN1964,"HYDROCARBON GAS MIXTURE, COMPRESSED, N.O.S."
UN1965,"HYDROCARBON GAS MIXTURE, LIQUEFIED, N.O.S."
UN1966,"HYDROGEN, REFRIGERATED LIQUID"
UN1967,"INSECTICIDE GAS, TOXIC, N.O.S."
UN1968,"INSECTICIDE GAS, N.O.S."
UN1969,ISOBUTANE
UN1970,"KRYPTON, REFRIGERATED LIQUID"
UN1971,"METHANE, COMPRESSED;
or
NATURAL GAS, COMPRESSED with high methane content"
UN1972,"METHANE, REFRIGERATED LIQUID;
or
NATURAL GAS, REFRIGERATED LIQUID with high methane content"
UN1973,"CHLORODIFLUOROMETHANE AND CHLOROPENTAFLUOROETHANE MIXTURE with fixed boiling point, with approximately 49% chlorodifluoromethane;
or
REFRIGERANT GAS R 502"
UN1974,"CHLORODIFLUOROBROMOMETHANE;
or
REFRIGERANT GAS R 12B1"
UN1975,"NITRIC OXIDE AND DINITROGEN TETROXIDE MIXTURE;
or
NITRIC OXIDE AND NITROGEN DIOXIDE MIXTURE"
UN1976,"OCTAFLUOROCYCLOBUTANE;
or
REFRIGERANT GAS RC 318"
UN1977,"NITROGEN, REFRIGERATED LIQUID"
UN1978,PROPANE
UN1982,"REFRIGERANT GAS R 14;
or
TETRAFLUOROMETHANE"
UN1983,"1-CHLORO-2,2,2-TRIFLUOROETHANE;
or
REFRIGERANT GAS R 133a"
UN1984,"REFRIGERANT GAS R 23;
or
TRIFLUOROMETHANE"
UN1986,"ALCOHOLS, FLAMMABLE, TOXIC, N.O.S."
UN1987,"ALCOHOLS, N.O.S."
UN1988,"ALDEHYDES, FLAMMABLE, TOXIC, N.O.S."
UN1989,"ALDEHYDES, N.O.S."
UN1990,BENZALDEHYDE
UN1991,"CHLOROPRENE, STABILIZED"
UN1992,"FLAMMABLE LIQUID, TOXIC, N.O.S."
UN1993,"FLAMMABLE LIQUID, N.O.S."
UN1994,IRON PENTACARBONYL
UN1999,"TARS, LIQUID, including road oils, and cutback bitumens"
UN2000,"CELLULOID in block, rods, rolls, sheets, tubes, etc., except scrap"
UN2001,"COBALT NAPHTHENATES, POWDER"
UN2002,"CELLULOID, SCRAP"
UN2004,MAGNESIUM DIAMIDE
UN2006,"PLASTICS, NITROCELLULOSE-BASED, SELF-HEATING, N.O.S."
UN2008,"ZIRCONIUM POWDER, DRY"
UN2009,"ZIRCONIUM, DRY, finished sheets, strip or coiled wire"
UN2010,MAGNESIUM HYDRIDE
UN2011,MAGNESIUM PHOSPHIDE
UN2012,POTASSIUM PHOSPHIDE
UN2013,STRONTIUM PHOSPHIDE
UN2014,"HYDROGEN PEROXIDE, AQUEOUS SOLUTION with not less than 20% but not more than 60% hydrogen peroxide (stabilized as necessary)"
UN2015,"HYDROGEN PEROXIDE, AQUEOUS SOLUTION, STABILIZED with more than 60% hydrogen peroxide;
or
HYDROGEN PEROXIDE, STABILIZED"
UN2016,"AMMUNITION, TOXIC, NON-EXPLOSIVE without burster or expelling charge, non-fuzed"
UN2017,"AMMUNITION, TEAR-PRODUCING, NON-EXPLOSIVE without burster or expelling charge, non-fuzed"
UN2018,"CHLOROANILINES, SOLID"
UN2019,"CHLOROANILINES, LIQUID"
UN2020,"CHLOROPHENOLS, SOLID"
UN2021,"CHLOROPHENOLS, LIQUID"
UN2022,CRESYLIC ACID
UN2023,EPICHLOROHYDRIN
UN2024,"MERCURY COMPOUND, LIQUID, N.O.S., except mercurous chloride and cinnabar"
UN2025,"MERCURY COMPOUND, SOLID, N.O.S., except cinnabar"
UN2026,"PHENYLMERCURIC COMPOUND, N.O.S."
UN2027,"SODIUM ARSENITE, SOLID"
UN2028,"BOMBS, SMOKE, NON-EXPLOSIVE with corrosive liquid, without initiating device"
UN2029,"HYDRAZINE, ANHYDROUS"
UN2030,"HYDRAZINE, AQUEOUS SOLUTION with more than 37% hydrazine, by mass"
UN2031,"NITRIC ACID, other than red fuming, with more than 70% nitric acid"
UN2031,"NITRIC ACID, other than red fuming, with at least 65%, but not more than 70% nitric acid"
UN2031,"NITRIC ACID, other than red fuming, with less than 65% nitric acid"
UN2032,"NITRIC ACID, RED FUMING"
UN2033,POTASSIUM MONOXIDE
UN2034,"HYDROGEN AND METHANE MIXTURE, COMPRESSED"
UN2035,"REFRIGERANT GAS R 143a;
or
1,1,1-TRIFLUOROETHANE"
UN2036,XENON
UN2037,"GAS CARTRIDGES without a release device, non-refillable;
or
RECEPTACLES, SMALL, CONTAINING GAS without a release device, non-refillable"
UN2037,"GAS CARTRIDGES without a release device, non-refillable;
or
RECEPTACLES, SMALL, CONTAINING GAS without a release device, non-refillable"
UN2038,"DINITROTOLUENES, LIQUID"
UN2044,"2,2-DIMETHYLPROPANE"
UN2045,"ISOBUTYL ALDEHYDE;
or
ISOBUTYRALDEHYDE"
UN2046,CYMENES
UN2047,DICHLOROPROPENES
UN2048,DICYCLOPENTADIENE
UN2049,DIETHYLBENZENE
UN2050,"DIISOBUTYLENE, ISOMERIC COMPOUNDS"
UN2051,2-DIMETHYLAMINOETHANOL
UN2052,DIPENTENE
UN2053,METHYL ISOBUTYL CARBINOL
UN2054,MORPHOLINE
UN2055,"STYRENE MONOMER, STABILIZED"
UN2056,TETRAHYDROFURAN
UN2057,TRIPROPYLENE
UN2058,VALERALDEHYDE
UN2059,"NITROCELLULOSE SOLUTION, FLAMMABLE with not more than 12.6% nitrogen, by dry mass, and not more than 55% nitrocellulose"
UN2067,AMMONIUM NITRATE BASED FERTILIZER
UN2071,AMMONIUM NITRATE BASED FERTILIZER
UN2073,"AMMONIA SOLUTION, relative density less than 0.880 at 15°C in water, with more than 35% but not more than 50% ammonia"
UN2074,"ACRYLAMIDE, SOLID"
UN2075,"CHLORAL, ANHYDROUS, STABILIZED"
UN2076,"CRESOLS, LIQUID"
UN2077,alpha-NAPHTHYLAMINE
UN2078,TOLUENE DIISOCYANATE
UN2079,DIETHYLENETRIAMINE
UN2186,"HYDROGEN CHLORIDE, REFRIGERATED LIQUID"
UN2187,"CARBON DIOXIDE, REFRIGERATED LIQUID"
UN2188,ARSINE
UN2189,DICHLOROSILANE
UN2190,"OXYGEN DIFLUORIDE, COMPRESSED"
UN2191,"SULFURYL FLUORIDE;
or
SULPHURYL FLUORIDE"
UN2192,GERMANE
UN2193,"HEXAFLUOROETHANE;
or
REFRIGERANT GAS R 116"
UN2194,SELENIUM HEXAFLUORIDE
UN2195,TELLURIUM HEXAFLUORIDE
UN2196,TUNGSTEN HEXAFLUORIDE
UN2197,"HYDROGEN IODIDE, ANHYDROUS"
UN2198,PHOSPHORUS PENTAFLUORIDE
UN2199,PHOSPHINE
UN2200,"PROPADIENE, STABILIZED"
UN2201,"NITROUS OXIDE, REFRIGERATED LIQUID"
UN2202,"HYDROGEN SELENIDE, ANHYDROUS"
UN2203,SILANE
UN2204,"CARBONYL SULFIDE;
or
CARBONYL SULPHIDE"
UN2205,ADIPONITRILE
UN2206,"ISOCYANATE SOLUTION, TOXIC, N.O.S.;
or
ISOCYANATES, TOXIC, N.O.S."
UN2208,"CALCIUM HYPOCHLORITE MIXTURE, DRY with more than 10% but not more than 39% available chlorine"
UN2209,FORMALDEHYDE SOLUTION with not less than 25% formaldehyde
UN2210,"MANEB;
or
MANEB PREPARATION with not less than 60% maneb"
UN2211,"POLYMERIC BEADS, EXPANDABLE, evolving flammable vapour"
UN2212,"ASBESTOS, AMPHIBOLE (actinolite, amosite, anthophyllite, crocidolite, tremolite), when not fixed in a natural or artificial binder material or included in a manufactured product"
UN2213,PARAFORMALDEHYDE
UN2214,PHTHALIC ANHYDRIDE with more than 0.05% of maleic anhydride
UN2215,MALEIC ANHYDRIDE
UN2215,"MALEIC ANHYDRIDE, MOLTEN"
UN2216,"FISH MEAL, STABILIZED, regulated only when transported by vessel;
or
FISH SCRAP, STABILIZED, regulated only when transported by vessel"
UN2217,SEED CAKE with not more than 1.5% oil and not more than 11% moisture
UN2218,"ACRYLIC ACID, STABILIZED"
UN2219,ALLYL GLYCIDYL ETHER
UN2222,ANISOLE
UN2224,BENZONITRILE
UN2225,"BENZENESULFONYL CHLORIDE;
or
BENZENESULPHONYL CHLORIDE"
UN2226,BENZOTRICHLORIDE
UN2227,"n-BUTYL METHACRYLATE, STABILIZED"
UN2232,2-CHLOROETHANAL
UN2233,CHLOROANISIDINES
UN2234,CHLOROBENZOTRIFLUORIDES
UN2235,"CHLOROBENZYL CHLORIDES, LIQUID"
UN2236,"3-CHLORO-4-METHYLPHENYL ISOCYANATE, LIQUID"
UN2237,CHLORONITROANILINES
UN2238,CHLOROTOLUENES
UN2239,"CHLOROTOLUIDINES, SOLID"
UN2240,"CHROMOSULFURIC ACID;
or
CHROMOSULPHURIC ACID"
UN2241,CYCLOHEPTANE
UN2242,CYCLOHEPTENE
UN2243,CYCLOHEXYL ACETATE
UN2244,CYCLOPENTANOL
UN2245,CYCLOPENTANONE
UN2246,CYCLOPENTENE
UN2247,n-DECANE
UN2248,nDI--BUTYLAMINE
UN2249,"DICHLORODIMETHYL ETHER, SYMMETRICAL"
UN2250,DICHLOROPHENYL ISOCYANATES
UN2251,"BICYCLO[2.2.1]HEPTA-2,5-DIENE, STABILIZED;
or
2,5-NORBORNADIENE, STABILIZED"
UN2252,"1,2-DIMETHOXYETHANE"
UN2253,"N,N-DIMETHYLANILINE"
UN2254,"MATCHES, FUSEE"
UN2256,CYCLOHEXENE
UN2257,POTASSIUM
UN2258,"1,2-PROPYLENEDIAMINE"
UN2259,TRIETHYLENETETRAMINE
UN2260,TRIPROPYLAMINE
UN2261,"XYLENOLS, SOLID"
UN2262,DIMETHYLCARBAMOYL CHLORIDE
UN2263,DIMETHYLCYCLOHEXANES
UN2264,DIMETHYLCYCLOHEXYLAMINE
UN2265,"N,N-DIMETHYLFORMAMIDE"
UN2266,NDIMETHYL--PROPYLAMINE
UN2267,DIMETHYL THIOPHOSPHORYL CHLORIDE
UN2269,"3,3’-IMINODIPROPYLAMINE"
UN2270,"ETHYLAMINE, AQUEOUS SOLUTION with not less than 50% but not more than 70% ethylamine"
UN2271,ETHYL AMYL KETONE
UN2272,N-ETHYLANILINE
UN2273,2-ETHYLANILINE
UN2274,N-ETHYL--BENZYLANILINE
UN2275,2-ETHYLBUTANOL
UN2276,2-ETHYLHEXYLAMINE
UN2277,"ETHYL METHACRYLATE, STABILIZED"
UN2278,n-HEPTENE
UN2279,HEXACHLOROBUTADIENE
UN2280,"HEXAMETHYLENEDIAMINE, SOLID"
UN2281,HEXAMETHYLENE DIISOCYANATE
UN2282,HEXANOLS
UN2283,"ISOBUTYL METHACRYLATE, STABILIZED"
UN2284,ISOBUTYRONITRILE
UN2285,ISOCYANATOBENZOTRIFLUORIDES
UN2286,PENTAMETHYLHEPTANE
UN2287,ISOHEPTENES
UN2288,ISOHEXENES
UN2289,ISOPHORONEDIAMINE
UN2290,ISOPHORONE DIISOCYANATE
UN2291,"LEAD COMPOUND, SOLUBLE, N.O.S."
UN2293,4-METHOXY-4-METHYLPENTAN-2-ONE
UN2294,N-METHYLANILINE
UN2295,METHYL CHLOROACETATE
UN2296,METHYLCYCLOHEXANE
UN2297,METHYLCYCLOHEXANONE
UN2298,METHYLCYCLOPENTANE
UN2299,METHYL DICHLOROACETATE
UN2300,2-METHYL-5-ETHYLPYRIDINE
UN2301,2-METHYLFURAN
UN2302,5-METHYLHEXAN-2-ONE
UN2303,ISOPROPENYLBENZENE
UN2304,"NAPHTHALENE, MOLTEN"
UN2305,"NITROBENZENESULFONIC ACID;
or
NITROBENZENESULPHONIC ACID"
UN2306,"NITROBENZOTRIFLUORIDES, LIQUID"
UN2307,3-NITRO-4-CHLOROBENZOTRIFLUORIDE
UN2308,"NITROSYLSULFURIC ACID, LIQUID;
or
NITROSYLSULPHURIC ACID, LIQUID"
UN2309,OCTADIENE
UN2310,"PENTANE-2,4-DIONE"
UN2311,PHENETIDINES
UN2312,"PHENOL, MOLTEN"
UN2313,PICOLINES
UN2315,"POLYCHLORINATED BIPHENYLS, LIQUID, regulated only when the concentration is more than 50 ppm, by mass"
UN2316,"SODIUM CUPROCYANIDE, SOLID"
UN2317,SODIUM CUPROCYANIDE SOLUTION
UN2318,"SODIUM HYDROSULFIDE with less than 25% water of crystallization;
or
SODIUM HYDROSULPHIDE with less than 25% water of crystallization"
UN2319,"TERPENE HYDROCARBONS, N.O.S."
UN2320,TETRAETHYLENEPENTAMINE
UN2321,"TRICHLOROBENZENES, LIQUID"
UN2322,TRICHLOROBUTENE
UN2323,TRIETHYL PHOSPHITE
UN2324,TRIISOBUTYLENE
UN2325,"1,3,5-TRIMETHYLBENZENE"
UN2326,TRIMETHYLCYCLOHEXYLAMINE
UN2327,TRIMETHYLHEXAMETHYLENEDIAMINES
UN2328,TRIMETHYLHEXAMETHYLENE DIISOCYANATE
UN2329,TRIMETHYL PHOSPHITE
UN2330,UNDECANE
UN2331,"ZINC CHLORIDE, ANHYDROUS"
UN2332,ACETALDEHYDE OXIME
UN2333,ALLYL ACETATE
UN2334,ALLYLAMINE
UN2335,ALLYL ETHYL ETHER
UN2336,ALLYL FORMATE
UN2337,PHENYL MERCAPTAN
UN2338,BENZOTRIFLUORIDE
UN2339,2-BROMOBUTANE
UN2340,2-BROMOETHYL ETHYL ETHER
UN2341,1-BROMO-3-METHYLBUTANE
UN2342,BROMOMETHYLPROPANES
UN2343,2-BROMOPENTANE
UN2344,BROMOPROPANES
UN2345,3-BROMOPROPYNE
UN2346,BUTANEDIONE
UN2347,BUTYL MERCAPTAN
UN2348,"BUTYL ACRYLATES, STABILIZED"
UN2350,BUTYL METHYL ETHER
UN2351,BUTYL NITRITES
UN2352,"BUTYL VINYL ETHER, STABILIZED"
