UN Number,Shipping Name and Description,English Shipping Name,French Shipping Name,Primary Class,Secondary Class,Packing Group,Special Provisions,6 (a) Explosive Limit and Limited Quantity Index,6 (b) Excepted Quantities,ERAP Index,Passenger Carrying Vessel Index,Road or Railway Passenger Carrying Vehicle Index
UN1756,"CHROMIC FLUORIDE, SOLID::FLUORURE DE CHROME III SOLIDE","CHROMIC FLUORIDE, SOLID",FLUORURE DE CHROME III SOLIDE,8,,II,,1 kg,E2,,,15 kg
UN1757,CHROMIC FLUORIDE SOLUTION::FLUORURE DE CHROME III EN SOLUTION,CHROMIC FLUORIDE SOLUTION,FLUORURE DE CHROME III EN SOLUTION,8,,II,,1 L,E2,,,1 L
UN1758,CHROMIUM OXYCHLORIDE::CHLORURE DE CHROMYLE,CHROMIUM OXYCHLORIDE,CHLORURE DE CHROMYLE,8,,I,,0,E0,1 000,,0.5 L
UN1759,"CORROSIVE SOLID, N.O.S.::SOLIDE CORROSIF, N.S.A.","CORROSIVE SOLID, N.O.S.","SOLIDE CORROSIF, N.S.A.",8,,I,16,0,E0,3 000,,1 kg
UN1760,"CORROSIVE LIQUID, N.O.S.::LIQUIDE CORROSIF, N.S.A.","CORROSIVE LIQUID, N.O.S.","LIQUIDE CORROSIF, N.S.A.",8,,I,16,0,E0,3 000,,0.5 L
UN1761,CUPRIETHYLENEDIAMINE SOLUTION::CUPRIÉTHYLÈNEDIAMINE EN SOLUTION,CUPRIETHYLENEDIAMINE SOLUTION,CUPRIÉTHYLÈNEDIAMINE EN SOLUTION,8,6.1,II,,1 L,E2,,,1 L
UN1762,CYCLOHEXENYLTRICHLOROSILANE::CYCLOHÉXÉNYLTRICHLOROSILANE,CYCLOHEXENYLTRICHLOROSILANE,CYCLOHÉXÉNYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1763,CYCLOHEXYLTRICHLOROSILANE::CYCLOHEXYLTRICHLOROSILANE,CYCLOHEXYLTRICHLOROSILANE,CYCLOHEXYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1764,DICHLOROACETIC ACID::ACIDE DICHLORACÉTIQUE,DICHLOROACETIC ACID,ACIDE DICHLORACÉTIQUE,8,,II,,1 L,E2,,,1 L
UN1765,DICHLOROACETYL CHLORIDE::CHLORURE DE DICHLORACÉTYLE,DICHLOROACETYL CHLORIDE,CHLORURE DE DICHLORACÉTYLE,8,,II,,1 L,E2,,Forbidden,1 L
UN1766,DICHLOROPHENYLTRICHLOROSILANE::DICHLOROPHÉNYLTRICHLOROSILANE,DICHLOROPHENYLTRICHLOROSILANE,DICHLOROPHÉNYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1767,DIETHYLDICHLOROSILANE::DIÉTHYLDICHLOROSILANE,DIETHYLDICHLOROSILANE,DIÉTHYLDICHLOROSILANE,8,3,II,,0,E0,,,Forbidden
UN1768,"DIFLUOROPHOSPHORIC ACID, ANHYDROUS::ACIDE DIFLUOROPHOSPHORIQUE ANHYDRE","DIFLUOROPHOSPHORIC ACID, ANHYDROUS",ACIDE DIFLUOROPHOSPHORIQUE ANHYDRE,8,,II,,1 L,E2,,,1 L
UN1769,DIPHENYLDICHLOROSILANE::DIPHÉNYLDICHLOROSILANE,DIPHENYLDICHLOROSILANE,DIPHÉNYLDICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1770,DIPHENYLMETHYL BROMIDE::BROMURE DE DIPHÉNYLMÉTHYLE,DIPHENYLMETHYL BROMIDE,BROMURE DE DIPHÉNYLMÉTHYLE,8,,II,,1 kg,E2,,Forbidden,15 kg
UN1771,DODECYLTRICHLOROSILANE::DODÉCYLTRICHLOROSILANE,DODECYLTRICHLOROSILANE,DODÉCYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1773,"FERRIC CHLORIDE, ANHYDROUS::CHLORURE DE FER III ANHYDRE","FERRIC CHLORIDE, ANHYDROUS",CHLORURE DE FER III ANHYDRE,8,,III,,5 kg,E1,,,25 kg
UN1774,"FIRE EXTINGUISHER CHARGES, corrosive liquid::CHARGES D’EXTINCTEURS constituées par un liquide corrosif","FIRE EXTINGUISHER CHARGES, corrosive liquid",CHARGES D’EXTINCTEURS constituées par un liquide corrosif,8,,II,,1 L,E0,,,1 L
UN1775,FLUOROBORIC ACID::ACIDE FLUOROBORIQUE,FLUOROBORIC ACID,ACIDE FLUOROBORIQUE,8,,II,,1 L,E2,,,1 L
UN1776,"FLUOROPHOSPHORIC ACID, ANHYDROUS::ACIDE FLUOROPHOSPHORIQUE ANHYDRE","FLUOROPHOSPHORIC ACID, ANHYDROUS",ACIDE FLUOROPHOSPHORIQUE ANHYDRE,8,,II,,1 L,E2,,,1 L
UN1777,"FLUOROSULFONIC ACID;
or
FLUOROSULPHONIC ACID::ACIDE FLUOROSULFONIQUE","FLUOROSULFONIC ACID;
or
FLUOROSULPHONIC ACID",ACIDE FLUOROSULFONIQUE,8,,I,,0,E0,1 000,Forbidden,0.5 L
UN1778,FLUOROSILICIC ACID::ACIDE FLUOROSILICIQUE,FLUOROSILICIC ACID,ACIDE FLUOROSILICIQUE,8,,II,,1 L,E2,,,1 L
UN1779,FORMIC ACID with more than 85% acid by mass::ACIDE FORMIQUE contenant plus de 85 % (masse) d’acide,FORMIC ACID with more than 85% acid by mass,ACIDE FORMIQUE contenant plus de 85 % (masse) d’acide,8,3,II,,1 L,E2,,,1 L
UN1780,FUMARYL CHLORIDE::CHLORURE DE FUMARYLE,FUMARYL CHLORIDE,CHLORURE DE FUMARYLE,8,,II,,1 L,E2,,,1 L
UN1781,HEXADECYLTRICHLOROSILANE::HEXADÉCYLTRICHLOROSILANE,HEXADECYLTRICHLOROSILANE,HEXADÉCYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1782,HEXAFLUOROPHOSPHORIC ACID::ACIDE HEXAFLUOROPHOSPHORIQUE,HEXAFLUOROPHOSPHORIC ACID,ACIDE HEXAFLUOROPHOSPHORIQUE,8,,II,,1 L,E2,,,1 L
UN1783,HEXAMETHYLENEDIAMINE SOLUTION::HEXAMÉTHYLÈNEDIAMINE EN SOLUTION,HEXAMETHYLENEDIAMINE SOLUTION,HEXAMÉTHYLÈNEDIAMINE EN SOLUTION,8,,II,,1 L,E2,,,1 L
UN1784,HEXYLTRICHLOROSILANE::HEXYLTRICHLOROSILANE,HEXYLTRICHLOROSILANE,HEXYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1786,"HYDROFLUORIC ACID AND SULFURIC ACID MIXTURE;
or
HYDROFLUORIC ACID AND SULPHURIC ACID MIXTURE::ACIDE FLUORHYDRIQUE ET ACIDE SULFURIQUE EN MÉLANGE","HYDROFLUORIC ACID AND SULFURIC ACID MIXTURE;
or
HYDROFLUORIC ACID AND SULPHURIC ACID MIXTURE",ACIDE FLUORHYDRIQUE ET ACIDE SULFURIQUE EN MÉLANGE,8,6.1,I,,0,E0,1 000,Forbidden,Forbidden
UN1787,HYDRIODIC ACID::ACIDE IODHYDRIQUE,HYDRIODIC ACID,ACIDE IODHYDRIQUE,8,,II,,1 L,E2,,,1 L
UN1788,HYDROBROMIC ACID::ACIDE BROMHYDRIQUE,HYDROBROMIC ACID,ACIDE BROMHYDRIQUE,8,,II,,1 L,E2,3 000,,Forbidden
UN1789,HYDROCHLORIC ACID::ACIDE CHLORHYDRIQUE,HYDROCHLORIC ACID,ACIDE CHLORHYDRIQUE,8,,II,,1 L,E2,3 000,,1 L
UN1790,"HYDROFLUORIC ACID, with more than 60% hydrogen fluoride::ACIDE FLUORHYDRIQUE, contenant plus de 60 % de fluorure d’hydrogène","HYDROFLUORIC ACID, with more than 60% hydrogen fluoride","ACIDE FLUORHYDRIQUE, contenant plus de 60 % de fluorure d’hydrogène",8,6.1,I,,0,E0,1 000,Forbidden,0.5 L
UN1790,"HYDROFLUORIC ACID, with not more than 60% hydrogen fluoride::ACIDE FLUORHYDRIQUE, contenant au plus 60 % de fluorure d’hydrogène","HYDROFLUORIC ACID, with not more than 60% hydrogen fluoride","ACIDE FLUORHYDRIQUE, contenant au plus 60 % de fluorure d’hydrogène",8,6.1,II,,1 L,E2,1 000,Forbidden,1 L
UN1791,HYPOCHLORITE SOLUTION with more than 7% available chlorine::HYPOCHLORITE EN SOLUTION avec plus de 7 % de chlore actif,HYPOCHLORITE SOLUTION with more than 7% available chlorine,HYPOCHLORITE EN SOLUTION avec plus de 7 % de chlore actif,8,,II,,1 L,E2,,,1 L
UN1792,"IODINE MONOCHLORIDE, SOLID::MONOCHLORURE D’IODE SOLIDE","IODINE MONOCHLORIDE, SOLID",MONOCHLORURE D’IODE SOLIDE,8,,II,,1 kg,E0,,Forbidden,Forbidden
UN1793,ISOPROPYL ACID PHOSPHATE::PHOSPHATE ACIDE D’ISOPROPYLE,ISOPROPYL ACID PHOSPHATE,PHOSPHATE ACIDE D’ISOPROPYLE,8,,III,,5 L,E1,,,25 L
UN1794,"LEAD SULFATE with more than 3% free acid;
or
LEAD SULPHATE with more than 3% free acid::SULFATE DE PLOMB contenant plus de 3 % d’acide libre","LEAD SULFATE with more than 3% free acid;
or
LEAD SULPHATE with more than 3% free acid",SULFATE DE PLOMB contenant plus de 3 % d’acide libre,8,,II,,1 kg,E2,,,15 kg
UN1796,"NITRATING ACID MIXTURE with more than 50% nitric acid::ACIDE MIXTE contenant plus de 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE contenant plus de 50 % d’acide nitrique",NITRATING ACID MIXTURE with more than 50% nitric acid,"ACIDE MIXTE contenant plus de 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE contenant plus de 50 % d’acide nitrique",8,5.1,I,,0,E0,3 000,Forbidden,Forbidden
UN1796,"NITRATING ACID MIXTURE with not more than 50% nitric acid::ACIDE MIXTE contenant au plus 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE contenant au plus 50 % d’acide nitrique",NITRATING ACID MIXTURE with not more than 50% nitric acid,"ACIDE MIXTE contenant au plus 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE contenant au plus 50 % d’acide nitrique",8,,II,,1 L,E0,,Forbidden,Forbidden
UN1798,NITROHYDROCHLORIC ACID::ACIDE CHLORHYDRIQUE ET ACIDE NITRIQUE EN MÉLANGE,NITROHYDROCHLORIC ACID,ACIDE CHLORHYDRIQUE ET ACIDE NITRIQUE EN MÉLANGE,8,,I,,0,E0,1 000,Forbidden,Forbidden
UN1799,NONYLTRICHLOROSILANE::NONYLTRICHLOROSILANE,NONYLTRICHLOROSILANE,NONYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1800,OCTADECYLTRICHLOROSILANE::OCTADÉCYLTRICHLOROSILANE,OCTADECYLTRICHLOROSILANE,OCTADÉCYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1801,OCTYLTRICHLOROSILANE::OCTYLTRICHLOROSILANE,OCTYLTRICHLOROSILANE,OCTYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1802,"PERCHLORIC ACID with not more than 50% acid, by mass::ACIDE PERCHLORIQUE contenant au plus 50 % (masse) d’acide","PERCHLORIC ACID with not more than 50% acid, by mass",ACIDE PERCHLORIQUE contenant au plus 50 % (masse) d’acide,8,5.1,II,,1 L,E0,3 000,,Forbidden
UN1803,"PHENOLSULFONIC ACID, LIQUID;
or
PHENOLSULPHONIC ACID, LIQUID::ACIDE PHÉNOLSULFONIQUE LIQUIDE","PHENOLSULFONIC ACID, LIQUID;
or
PHENOLSULPHONIC ACID, LIQUID",ACIDE PHÉNOLSULFONIQUE LIQUIDE,8,,II,,1 L,E2,,,1 L
UN1804,PHENYLTRICHLOROSILANE::PHÉNYLTRICHLOROSILANE,PHENYLTRICHLOROSILANE,PHÉNYLTRICHLOROSILANE,8,,II,,0,E0,,,Forbidden
UN1805,PHOSPHORIC ACID SOLUTION::ACIDE PHOSPHORIQUE EN SOLUTION,PHOSPHORIC ACID SOLUTION,ACIDE PHOSPHORIQUE EN SOLUTION,8,,III,,5 L,E1,,,5 L
UN1806,PHOSPHORUS PENTACHLORIDE::PENTACHLORURE DE PHOSPHORE,PHOSPHORUS PENTACHLORIDE,PENTACHLORURE DE PHOSPHORE,8,,II,,1 kg,E0,1 000,,Forbidden
UN1807,"PHOSPHORUS PENTOXIDE::ANHYDRIDE PHOSPHORIQUE;
ou
PENTOXYDE DE PHOSPHORE",PHOSPHORUS PENTOXIDE,"ANHYDRIDE PHOSPHORIQUE;
ou
PENTOXYDE DE PHOSPHORE",8,,II,,1 kg,E2,1 000,,15 kg
UN1808,PHOSPHORUS TRIBROMIDE::TRIBROMURE DE PHOSPHORE,PHOSPHORUS TRIBROMIDE,TRIBROMURE DE PHOSPHORE,8,,II,,1 L,E0,,,Forbidden
UN1809,PHOSPHORUS TRICHLORIDE::TRICHLORURE DE PHOSPHORE,PHOSPHORUS TRICHLORIDE,TRICHLORURE DE PHOSPHORE,6.1,8,I,23,0,E0,1 000,Forbidden,Forbidden
UN1810,PHOSPHORUS OXYCHLORIDE::OXYCHLORURE DE PHOSPHORE,PHOSPHORUS OXYCHLORIDE,OXYCHLORURE DE PHOSPHORE,6.1,8,I,23,0,E0,1 000,Forbidden,Forbidden
UN1811,"POTASSIUM HYDROGEN DIFLUORIDE, SOLID::HYDROGÉNODIFLUORURE DE POTASSIUM, SOLIDE","POTASSIUM HYDROGEN DIFLUORIDE, SOLID","HYDROGÉNODIFLUORURE DE POTASSIUM, SOLIDE",8,6.1,II,,1 kg,E2,,,15 kg
UN1812,"POTASSIUM FLUORIDE, SOLID::FLUORURE DE POTASSIUM, SOLIDE","POTASSIUM FLUORIDE, SOLID","FLUORURE DE POTASSIUM, SOLIDE",6.1,,III,,5 kg,E1,,,100 kg
UN1813,"POTASSIUM HYDROXIDE, SOLID::HYDROXYDE DE POTASSIUM SOLIDE","POTASSIUM HYDROXIDE, SOLID",HYDROXYDE DE POTASSIUM SOLIDE,8,,II,,1 kg,E2,,,15 kg
UN1814,POTASSIUM HYDROXIDE SOLUTION::HYDROXYDE DE POTASSIUM EN SOLUTION,POTASSIUM HYDROXIDE SOLUTION,HYDROXYDE DE POTASSIUM EN SOLUTION,8,,II,,1 L,E2,,,1 L
UN1815,PROPIONYL CHLORIDE::CHLORURE DE PROPIONYLE,PROPIONYL CHLORIDE,CHLORURE DE PROPIONYLE,3,8,II,,1 L,E2,,,1 L
UN1816,PROPYLTRICHLOROSILANE::PROPYLTRICHLOROSILANE,PROPYLTRICHLOROSILANE,PROPYLTRICHLOROSILANE,8,3,II,,0,E0,3 000,,Forbidden
UN1817,"PYROSULFURYL CHLORIDE;
or
PYROSULPHURYL CHLORIDE::CHLORURE DE PYROSULFURYLE","PYROSULFURYL CHLORIDE;
or
PYROSULPHURYL CHLORIDE",CHLORURE DE PYROSULFURYLE,8,,II,,1 L,E2,1 000,,1 L
UN1818,SILICON TETRACHLORIDE::TÉTRACHLORURE DE SILICIUM,SILICON TETRACHLORIDE,TÉTRACHLORURE DE SILICIUM,8,,II,,0,E0,,,Forbidden
UN1819,SODIUM ALUMINATE SOLUTION::ALUMINATE DE SODIUM EN SOLUTION,SODIUM ALUMINATE SOLUTION,ALUMINATE DE SODIUM EN SOLUTION,8,,II,,1 L,E2,,,1 L
UN1823,"SODIUM HYDROXIDE, SOLID::HYDROXYDE DE SODIUM SOLIDE","SODIUM HYDROXIDE, SOLID",HYDROXYDE DE SODIUM SOLIDE,8,,II,,1 kg,E2,,,15 kg
UN1824,SODIUM HYDROXIDE SOLUTION::HYDROXYDE DE SODIUM EN SOLUTION,SODIUM HYDROXIDE SOLUTION,HYDROXYDE DE SODIUM EN SOLUTION,8,,II,,1 L,E2,,,1 L
UN1825,SODIUM MONOXIDE::MONOXYDE DE SODIUM,SODIUM MONOXIDE,MONOXYDE DE SODIUM,8,,II,,1 kg,E2,,,15 kg
UN1826,"NITRATING ACID MIXTURE, SPENT, with more than 50% nitric acid::ACIDE MIXTE RÉSIDUAIRE contenant plus de 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE RÉSIDUAIRE contenant plus de 50 % d’acide nitrique","NITRATING ACID MIXTURE, SPENT, with more than 50% nitric acid","ACIDE MIXTE RÉSIDUAIRE contenant plus de 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE RÉSIDUAIRE contenant plus de 50 % d’acide nitrique",8,5.1,I,19,0,E0,3 000,Forbidden,Forbidden
UN1826,"NITRATING ACID MIXTURE, SPENT, with not more than 50% nitric acid::ACIDE MIXTE RÉSIDUAIRE contenant au plus 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE RÉSIDUAIRE contenant au plus 50 % d’acide nitrique","NITRATING ACID MIXTURE, SPENT, with not more than 50% nitric acid","ACIDE MIXTE RÉSIDUAIRE contenant au plus 50 % d’acide nitrique;
ou
ACIDE SULFONITRIQUE RÉSIDUAIRE contenant au plus 50 % d’acide nitrique",8,,II,19,1 L,E0,,Forbidden,Forbidden
UN1827,"STANNIC CHLORIDE, ANHYDROUS::CHLORURE D’ÉTAIN IV ANHYDRE","STANNIC CHLORIDE, ANHYDROUS",CHLORURE D’ÉTAIN IV ANHYDRE,8,,II,,1 L,E2,,,1 L
UN1828,"SULFUR CHLORIDES;
or
SULPHUR CHLORIDES::CHLORURES DE SOUFRE","SULFUR CHLORIDES;
or
SULPHUR CHLORIDES",CHLORURES DE SOUFRE,8,,I,166,0,E0,3 000,,Forbidden
UN1829,"SULFUR TRIOXIDE, STABILIZED;
or
SULPHUR TRIOXIDE, STABILIZED::TRIOXYDE DE SOUFRE STABILISÉ","SULFUR TRIOXIDE, STABILIZED;
or
SULPHUR TRIOXIDE, STABILIZED",TRIOXYDE DE SOUFRE STABILISÉ,8,,I,23; 155,0,E0,3 000,,Forbidden
UN1830,"SULFURIC ACID with more than 51% acid;
or
SULPHURIC ACID with more than 51% acid::ACIDE SULFURIQUE contenant plus de 51 % d’acide","SULFURIC ACID with more than 51% acid;
or
SULPHURIC ACID with more than 51% acid",ACIDE SULFURIQUE contenant plus de 51 % d’acide,8,,II,,1 L,E2,3 000,,1 L
UN1831,"SULFURIC ACID, FUMING;
or
SULPHURIC ACID, FUMING::ACIDE SULFURIQUE FUMANT","SULFURIC ACID, FUMING;
or
SULPHURIC ACID, FUMING",ACIDE SULFURIQUE FUMANT,8,6.1,I,23; 168,0,E0,1 000,,Forbidden
UN1832,"SULFURIC ACID, SPENT;
or
SULPHURIC ACID, SPENT::ACIDE SULFURIQUE RÉSIDUAIRE","SULFURIC ACID, SPENT;
or
SULPHURIC ACID, SPENT",ACIDE SULFURIQUE RÉSIDUAIRE,8,,II,19,1 L,E0,,,Forbidden
UN1833,"SULFUROUS ACID;
or
SULPHUROUS ACID::ACIDE SULFUREUX","SULFUROUS ACID;
or
SULPHUROUS ACID",ACIDE SULFUREUX,8,,II,,1 L,E2,,,1 L
UN1834,"SULFURYL CHLORIDE;
or
SULPHURYL CHLORIDE::CHLORURE DE SULFURYLE","SULFURYL CHLORIDE;
or
SULPHURYL CHLORIDE",CHLORURE DE SULFURYLE,6.1,8,I,23,0,E0,3 000,Forbidden,Forbidden
UN1835,TETRAMETHYLAMMONIUM HYDROXIDE SOLUTION::HYDROXYDE DE TÉTRAMÉTHYLAMMONIUM EN SOLUTION,TETRAMETHYLAMMONIUM HYDROXIDE SOLUTION,HYDROXYDE DE TÉTRAMÉTHYLAMMONIUM EN SOLUTION,8,,II,,1 L,E2,,,1 L
UN1836,THIONYL CHLORIDE::CHLORURE DE THIONYLE,THIONYL CHLORIDE,CHLORURE DE THIONYLE,8,,I,,0,E0,3 000,,Forbidden
UN1837,THIOPHOSPHORYL CHLORIDE::CHLORURE DE THIOPHOSPHORYLE,THIOPHOSPHORYL CHLORIDE,CHLORURE DE THIOPHOSPHORYLE,8,,II,,1 L,E0,,,Forbidden
UN1838,TITANIUM TETRACHLORIDE::TÉTRACHLORURE DE TITANE,TITANIUM TETRACHLORIDE,TÉTRACHLORURE DE TITANE,6.1,8,I,23,0,E0,,Forbidden,Forbidden
UN1839,TRICHLOROACETIC ACID::ACIDE TRICHLORACÉTIQUE,TRICHLOROACETIC ACID,ACIDE TRICHLORACÉTIQUE,8,,II,,1 kg,E2,,,15 kg
UN1840,ZINC CHLORIDE SOLUTION::CHLORURE DE ZINC EN SOLUTION,ZINC CHLORIDE SOLUTION,CHLORURE DE ZINC EN SOLUTION,8,,III,,5 L,E1,,,5 L
UN1841,ACETALDEHYDE AMMONIA::ALDÉHYDATE D’AMMONIAQUE,ACETALDEHYDE AMMONIA,ALDÉHYDATE D’AMMONIAQUE,9,,III,,5 kg,E1,,,200 kg
UN1843,"oAMMONIUM DINITRO--CRESOLATE, SOLID::oDINITRO--CRÉSATE D’AMMONIUM, SOLIDE","oAMMONIUM DINITRO--CRESOLATE, SOLID","oDINITRO--CRÉSATE D’AMMONIUM, SOLIDE",6.1,,II,,0.5 kg,E4,,,25 kg
UN1845,"CARBON DIOXIDE, SOLID;
or
DRY ICE::DIOXYDE DE CARBONE SOLIDE;
ou
NEIGE CARBONIQUE","CARBON DIOXIDE, SOLID;
or
DRY ICE","DIOXYDE DE CARBONE SOLIDE;
ou
NEIGE CARBONIQUE",9,,,18,0,E0,,,200 kg
UN1846,CARBON TETRACHLORIDE::TÉTRACHLORURE DE CARBONE,CARBON TETRACHLORIDE,TÉTRACHLORURE DE CARBONE,6.1,,II,,0.1 L,E4,,,5 L
UN1847,"POTASSIUM SULFIDE, HYDRATED with not less than 30% water of crystallization;
or
POTASSIUM SULPHIDE, HYDRATED with not less than 30% water of crystallization::SULFURE DE POTASSIUM HYDRATÉ avec au moins 30 % d’eau de cristallisation","POTASSIUM SULFIDE, HYDRATED with not less than 30% water of crystallization;
or
POTASSIUM SULPHIDE, HYDRATED with not less than 30% water of crystallization",SULFURE DE POTASSIUM HYDRATÉ avec au moins 30 % d’eau de cristallisation,8,,II,,1 kg,E2,,,15 kg
UN1848,PROPIONIC ACID with not less than 10% and less than 90% acid by mass::ACIDE PROPIONIQUE contenant au moins 10 % mais moins de 90 % (masse) d’acide,PROPIONIC ACID with not less than 10% and less than 90% acid by mass,ACIDE PROPIONIQUE contenant au moins 10 % mais moins de 90 % (masse) d’acide,8,,III,,5 L,E1,,,5 L
UN1849,"SODIUM SULFIDE, HYDRATED with not less than 30% water;
or
SODIUM SULPHIDE, HYDRATED with not less than 30% water::SULFURE DE SODIUM HYDRATÉ avec au moins 30 % d’eau","SODIUM SULFIDE, HYDRATED with not less than 30% water;
or
SODIUM SULPHIDE, HYDRATED with not less than 30% water",SULFURE DE SODIUM HYDRATÉ avec au moins 30 % d’eau,8,,II,,1 kg,E2,,,15 kg
UN1851,"MEDICINE, LIQUID, TOXIC, N.O.S.::MÉDICAMENT LIQUIDE TOXIQUE, N.S.A.","MEDICINE, LIQUID, TOXIC, N.O.S.","MÉDICAMENT LIQUIDE TOXIQUE, N.S.A.",6.1,,II,16,0.1 L,E4,,,5 L
UN1854,"BARIUM ALLOYS, PYROPHORIC::ALLIAGES PYROPHORIQUES DE BARYUM","BARIUM ALLOYS, PYROPHORIC",ALLIAGES PYROPHORIQUES DE BARYUM,4.2,,I,38,0,E0,1 000,Forbidden,Forbidden
UN1855,"CALCIUM ALLOYS, PYROPHORIC;
or
CALCIUM, PYROPHORIC::ALLIAGES PYROPHORIQUES DE CALCIUM;
ou
CALCIUM PYROPHORIQUE","CALCIUM ALLOYS, PYROPHORIC;
or
CALCIUM, PYROPHORIC","ALLIAGES PYROPHORIQUES DE CALCIUM;
ou
CALCIUM PYROPHORIQUE",4.2,,I,38,0,E0,1 000,Forbidden,Forbidden
UN1856,"RAGS, OILY, regulated only when transported by vessel::CHIFFONS HUILEUX, réglementés seulement lorsqu’ils sont transportés par bâtiment","RAGS, OILY, regulated only when transported by vessel","CHIFFONS HUILEUX, réglementés seulement lorsqu’ils sont transportés par bâtiment",4.2,,,97,0,E0,,,Forbidden
UN1857,"TEXTILE, WASTE, WET, regulated only when transported by vessel::DÉCHETS TEXTILES MOUILLÉS, réglementés seulement lorsqu’ils sont transportés par bâtiment","TEXTILE, WASTE, WET, regulated only when transported by vessel","DÉCHETS TEXTILES MOUILLÉS, réglementés seulement lorsqu’ils sont transportés par bâtiment",4.2,,III,97,0,E1,,,Forbidden
UN1858,"HEXAFLUOROPROPYLENE;
or
REFRIGERANT GAS R 1216::GAZ RÉFRIGÉRANT R 1216;
ou
HEXAFLUOROPROPYLÈNE","HEXAFLUOROPROPYLENE;
or
REFRIGERANT GAS R 1216","GAZ RÉFRIGÉRANT R 1216;
ou
HEXAFLUOROPROPYLÈNE",2.2,,,,0.125 L,E1,,,75 L
UN1859,SILICON TETRAFLUORIDE::TÉTRAFLUORURE DE SILICIUM,SILICON TETRAFLUORIDE,TÉTRAFLUORURE DE SILICIUM,2.3,8,,23; 38,0,E0,25,Forbidden,Forbidden
UN1860,"VINYL FLUORIDE, STABILIZED::FLUORURE DE VINYLE STABILISÉ","VINYL FLUORIDE, STABILIZED",FLUORURE DE VINYLE STABILISÉ,2.1,,,155,0.125 L,E0,3 000,Forbidden,Forbidden
UN1862,ETHYL CROTONATE::CROTONATE D’ÉTHYLE,ETHYL CROTONATE,CROTONATE D’ÉTHYLE,3,,II,,1 L,E2,,,5 L
UN1863,"FUEL, AVIATION, TURBINE ENGINE::CARBURÉACTEUR","FUEL, AVIATION, TURBINE ENGINE",CARBURÉACTEUR,3,,I,17; 150,0.5 L,E3,,Forbidden,1 L
UN1865,n-PROPYL NITRATE::nNITRATE DE -PROPYLE,n-PROPYL NITRATE,nNITRATE DE -PROPYLE,3,,II,38,1 L,E2,,Forbidden,5 L
UN1866,"RESIN SOLUTION, flammable::RÉSINE EN SOLUTION, inflammable","RESIN SOLUTION, flammable","RÉSINE EN SOLUTION, inflammable",3,,I,,0.5 L,E3,,Forbidden,1 L
UN1868,DECABORANE::DÉCABORANE,DECABORANE,DÉCABORANE,4.1,6.1,II,38,1 kg,E0,75,,Forbidden
UN1869,"MAGNESIUM in pellets, turnings or ribbons;
or
MAGNESIUM ALLOYS with more than 50% magnesium, in pellets, turnings or ribbons::ALLIAGES DE MAGNÉSIUM, contenant plus de 50 % de magnésium, sous forme de granulés, de tournures ou de rubans;
ou
MAGNÉSIUM, sous forme de granulés, de tournures ou de rubans","MAGNESIUM in pellets, turnings or ribbons;
or
MAGNESIUM ALLOYS with more than 50% magnesium, in pellets, turnings or ribbons","ALLIAGES DE MAGNÉSIUM, contenant plus de 50 % de magnésium, sous forme de granulés, de tournures ou de rubans;
ou
MAGNÉSIUM, sous forme de granulés, de tournures ou de rubans",4.1,,III,,5 kg,E1,,,25 kg
UN1870,POTASSIUM BOROHYDRIDE::BOROHYDRURE DE POTASSIUM,POTASSIUM BOROHYDRIDE,BOROHYDRURE DE POTASSIUM,4.3,,I,38,0,E0,1 000,Forbidden,Forbidden
UN1871,TITANIUM HYDRIDE::HYDRURE DE TITANE,TITANIUM HYDRIDE,HYDRURE DE TITANE,4.1,,II,,1 kg,E2,,Forbidden,15 kg
UN1872,LEAD DIOXIDE::DIOXYDE DE PLOMB,LEAD DIOXIDE,DIOXYDE DE PLOMB,5.1,,III,,5 kg,E1,,,25 kg
UN1873,"PERCHLORIC ACID with more than 50% but not more than 72% acid, by mass::ACIDE PERCHLORIQUE contenant plus de 50 % (masse) mais au maximum 72 % d’acide","PERCHLORIC ACID with more than 50% but not more than 72% acid, by mass",ACIDE PERCHLORIQUE contenant plus de 50 % (masse) mais au maximum 72 % d’acide,5.1,8,I,68,0,E0,1 000,Forbidden,Forbidden
